timestamp,open,high,low,close,volume,ticker
2022-04-12 10:01:00+05:30,604.05,605.0,599.4,602.0,300,BANKNIFTY APR 37700.0 CE
2022-04-12 10:02:00+05:30,602.0,605.0,602.0,602.0,200,BANKNIFTY APR 37700.0 CE
2022-04-12 10:03:00+05:30,605.1,617.8,604.45,617.8,125,BANKNIFTY APR 37700.0 CE
2022-04-12 10:04:00+05:30,617.8,617.8,595.0,595.0,500,BANKNIFTY APR 37700.0 CE
2022-04-12 10:05:00+05:30,593.0,600.0,590.0,594.95,1225,BANKNIFTY APR 37700.0 CE
2022-04-12 10:06:00+05:30,594.95,595.9,593.8,593.8,175,BANKNIFTY APR 37700.0 CE
2022-04-12 10:07:00+05:30,593.8,595.2,591.55,595.2,150,BANKNIFTY APR 37700.0 CE
2022-04-12 10:08:00+05:30,595.2,595.2,590.75,594.1,1425,BANKNIFTY APR 37700.0 CE
2022-04-12 10:09:00+05:30,594.1,605.0,593.65,605.0,2900,BANKNIFTY APR 37700.0 CE
2022-04-12 10:10:00+05:30,606.9,610.55,606.85,609.9,2775,BANKNIFTY APR 37700.0 CE
2022-04-12 10:11:00+05:30,605.0,607.3,603.75,606.5,225,BANKNIFTY APR 37700.0 CE
2022-04-12 10:12:00+05:30,606.5,610.5,606.5,610.5,400,BANKNIFTY APR 37700.0 CE
2022-04-12 10:13:00+05:30,610.5,613.1,604.6,604.6,200,BANKNIFTY APR 37700.0 CE
2022-04-12 10:14:00+05:30,597.05,598.05,597.0,598.05,100,BANKNIFTY APR 37700.0 CE
2022-04-12 10:15:00+05:30,598.05,598.05,590.0,592.85,325,BANKNIFTY APR 37700.0 CE
2022-04-12 10:16:00+05:30,592.85,592.85,588.6,589.8,175,BANKNIFTY APR 37700.0 CE
2022-04-12 10:17:00+05:30,589.8,590.85,582.2,583.95,300,BANKNIFTY APR 37700.0 CE
2022-04-12 10:18:00+05:30,583.95,590.0,583.95,590.0,225,BANKNIFTY APR 37700.0 CE
2022-04-12 10:19:00+05:30,589.0,593.6,586.35,593.6,225,BANKNIFTY APR 37700.0 CE
2022-04-12 10:20:00+05:30,593.6,600.0,593.6,600.0,175,BANKNIFTY APR 37700.0 CE
2022-04-12 10:21:00+05:30,600.0,600.0,593.7,600.0,75,BANKNIFTY APR 37700.0 CE
2022-04-12 10:22:00+05:30,600.0,600.0,591.75,591.75,25,BANKNIFTY APR 37700.0 CE
2022-04-12 10:23:00+05:30,598.9,601.35,598.9,600.7,625,BANKNIFTY APR 37700.0 CE
2022-04-12 10:24:00+05:30,600.7,600.7,594.25,598.95,475,BANKNIFTY APR 37700.0 CE
2022-04-12 10:25:00+05:30,597.0,598.7,597.0,598.0,200,BANKNIFTY APR 37700.0 CE
2022-04-12 10:26:00+05:30,598.0,598.95,595.2,597.95,900,BANKNIFTY APR 37700.0 CE
2022-04-12 10:27:00+05:30,597.95,601.6,597.05,597.05,200,BANKNIFTY APR 37700.0 CE
2022-04-12 10:28:00+05:30,597.05,597.05,597.05,597.05,0,BANKNIFTY APR 37700.0 CE
2022-04-12 10:29:00+05:30,600.95,610.65,598.8,610.65,275,BANKNIFTY APR 37700.0 CE
2022-04-12 10:30:00+05:30,610.65,614.0,607.0,614.0,425,BANKNIFTY APR 37700.0 CE
2022-04-12 10:31:00+05:30,614.0,622.05,612.55,619.45,600,BANKNIFTY APR 37700.0 CE
2022-04-12 10:32:00+05:30,619.45,622.05,617.05,622.05,275,BANKNIFTY APR 37700.0 CE
2022-04-12 10:33:00+05:30,622.05,630.2,622.05,630.2,1850,BANKNIFTY APR 37700.0 CE
2022-04-12 10:34:00+05:30,630.2,632.4,623.2,623.2,275,BANKNIFTY APR 37700.0 CE
2022-04-12 10:35:00+05:30,623.2,623.2,618.85,622.3,75,BANKNIFTY APR 37700.0 CE
2022-04-12 10:36:00+05:30,622.3,631.15,619.0,631.15,225,BANKNIFTY APR 37700.0 CE
2022-04-12 10:37:00+05:30,631.9,631.9,626.55,626.55,150,BANKNIFTY APR 37700.0 CE
2022-04-12 10:38:00+05:30,626.55,626.55,617.5,619.45,250,BANKNIFTY APR 37700.0 CE
2022-04-12 10:39:00+05:30,619.45,621.75,617.0,621.75,375,BANKNIFTY APR 37700.0 CE
2022-04-12 10:40:00+05:30,621.75,632.95,621.75,626.65,50,BANKNIFTY APR 37700.0 CE
2022-04-12 10:41:00+05:30,626.65,636.0,626.65,636.0,125,BANKNIFTY APR 37700.0 CE
2022-04-12 10:42:00+05:30,636.0,639.95,636.0,638.6,350,BANKNIFTY APR 37700.0 CE
2022-04-12 10:43:00+05:30,635.0,635.0,631.0,631.0,100,BANKNIFTY APR 37700.0 CE
2022-04-12 10:44:00+05:30,631.0,633.0,622.2,633.0,400,BANKNIFTY APR 37700.0 CE
2022-04-12 10:45:00+05:30,633.0,633.0,624.1,624.1,175,BANKNIFTY APR 37700.0 CE
2022-04-12 10:46:00+05:30,624.1,624.1,624.1,624.1,0,BANKNIFTY APR 37700.0 CE
2022-04-12 10:47:00+05:30,624.1,624.35,615.6,617.6,275,BANKNIFTY APR 37700.0 CE
2022-04-12 10:48:00+05:30,617.6,618.8,617.6,618.8,375,BANKNIFTY APR 37700.0 CE
2022-04-12 10:49:00+05:30,618.8,623.05,618.8,623.05,50,BANKNIFTY APR 37700.0 CE
2022-04-12 10:50:00+05:30,623.05,623.05,615.1,617.6,125,BANKNIFTY APR 37700.0 CE
2022-04-12 10:51:00+05:30,615.0,615.0,606.75,606.75,75,BANKNIFTY APR 37700.0 CE
2022-04-12 10:52:00+05:30,606.75,606.75,606.75,606.75,0,BANKNIFTY APR 37700.0 CE
2022-04-12 10:53:00+05:30,606.75,612.55,606.75,611.8,50,BANKNIFTY APR 37700.0 CE
2022-04-12 10:54:00+05:30,611.8,611.8,611.8,611.8,0,BANKNIFTY APR 37700.0 CE
2022-04-12 10:55:00+05:30,607.55,607.55,607.55,607.55,25,BANKNIFTY APR 37700.0 CE
2022-04-12 10:56:00+05:30,607.55,607.55,604.0,605.45,1275,BANKNIFTY APR 37700.0 CE
2022-04-12 10:57:00+05:30,605.45,607.25,601.8,604.7,450,BANKNIFTY APR 37700.0 CE
2022-04-12 10:58:00+05:30,604.7,604.7,604.7,604.7,0,BANKNIFTY APR 37700.0 CE
2022-04-12 10:59:00+05:30,604.7,604.7,604.7,604.7,0,BANKNIFTY APR 37700.0 CE
2022-04-12 11:00:00+05:30,604.7,613.4,604.7,609.9,325,BANKNIFTY APR 37700.0 CE
2022-04-12 11:01:00+05:30,609.9,613.7,608.95,613.7,100,BANKNIFTY APR 37700.0 CE
2022-04-12 11:02:00+05:30,613.7,621.9,613.7,620.2,275,BANKNIFTY APR 37700.0 CE
2022-04-12 11:03:00+05:30,620.2,620.2,617.4,617.4,75,BANKNIFTY APR 37700.0 CE
2022-04-12 11:04:00+05:30,617.4,622.75,617.4,618.75,250,BANKNIFTY APR 37700.0 CE
2022-04-12 11:05:00+05:30,618.75,618.75,617.4,617.4,125,BANKNIFTY APR 37700.0 CE
2022-04-12 11:06:00+05:30,617.4,617.4,616.55,616.55,50,BANKNIFTY APR 37700.0 CE
2022-04-12 11:07:00+05:30,616.55,616.55,604.05,604.05,200,BANKNIFTY APR 37700.0 CE
2022-04-12 11:08:00+05:30,604.05,611.8,604.05,611.8,25,BANKNIFTY APR 37700.0 CE
2022-04-12 11:09:00+05:30,611.8,624.0,611.8,623.1,450,BANKNIFTY APR 37700.0 CE
2022-04-12 11:10:00+05:30,623.1,624.0,618.75,620.0,150,BANKNIFTY APR 37700.0 CE
2022-04-12 11:11:00+05:30,620.0,625.5,620.0,624.1,800,BANKNIFTY APR 37700.0 CE
2022-04-12 11:12:00+05:30,624.1,624.1,624.1,624.1,0,BANKNIFTY APR 37700.0 CE
2022-04-12 11:13:00+05:30,624.1,624.1,624.1,624.1,0,BANKNIFTY APR 37700.0 CE
2022-04-12 11:14:00+05:30,624.1,624.1,619.05,619.05,25,BANKNIFTY APR 37700.0 CE
2022-04-12 11:15:00+05:30,619.05,619.05,614.35,614.35,25,BANKNIFTY APR 37700.0 CE
2022-04-12 11:16:00+05:30,614.35,614.35,614.35,614.35,0,BANKNIFTY APR 37700.0 CE
2022-04-12 11:17:00+05:30,614.35,614.35,609.6,613.5,225,BANKNIFTY APR 37700.0 CE
2022-04-12 11:18:00+05:30,613.5,613.5,613.5,613.5,0,BANKNIFTY APR 37700.0 CE
2022-04-12 11:19:00+05:30,613.5,623.25,613.5,623.25,125,BANKNIFTY APR 37700.0 CE
2022-04-12 11:20:00+05:30,623.25,628.1,623.25,628.0,100,BANKNIFTY APR 37700.0 CE
2022-04-12 11:21:00+05:30,628.0,628.0,627.6,627.6,125,BANKNIFTY APR 37700.0 CE
2022-04-12 11:22:00+05:30,627.6,627.6,627.6,627.6,0,BANKNIFTY APR 37700.0 CE
2022-04-12 11:23:00+05:30,627.6,627.6,618.4,618.4,50,BANKNIFTY APR 37700.0 CE
2022-04-12 11:24:00+05:30,618.4,619.0,618.4,619.0,25,BANKNIFTY APR 37700.0 CE
2022-04-12 11:25:00+05:30,619.0,619.0,618.85,618.85,50,BANKNIFTY APR 37700.0 CE
2022-04-12 11:26:00+05:30,618.85,618.85,615.45,617.65,175,BANKNIFTY APR 37700.0 CE
2022-04-12 11:27:00+05:30,617.65,617.65,617.65,617.65,0,BANKNIFTY APR 37700.0 CE
2022-04-12 11:28:00+05:30,617.65,617.65,610.0,610.0,425,BANKNIFTY APR 37700.0 CE
2022-04-12 11:29:00+05:30,610.0,610.0,609.0,609.0,150,BANKNIFTY APR 37700.0 CE
2022-04-12 11:30:00+05:30,609.0,614.0,609.0,614.0,25,BANKNIFTY APR 37700.0 CE
2022-04-12 11:31:00+05:30,614.0,614.0,614.0,614.0,0,BANKNIFTY APR 37700.0 CE
2022-04-12 11:32:00+05:30,614.0,614.0,609.0,609.0,100,BANKNIFTY APR 37700.0 CE
2022-04-12 11:33:00+05:30,608.9,609.1,608.9,609.1,325,BANKNIFTY APR 37700.0 CE
2022-04-12 11:34:00+05:30,609.1,609.1,602.65,604.65,1400,BANKNIFTY APR 37700.0 CE
2022-04-12 11:35:00+05:30,604.65,605.0,600.0,601.75,200,BANKNIFTY APR 37700.0 CE
2022-04-12 11:36:00+05:30,600.65,600.65,594.55,595.9,275,BANKNIFTY APR 37700.0 CE
2022-04-12 11:37:00+05:30,595.9,596.2,594.3,594.3,1425,BANKNIFTY APR 37700.0 CE
2022-04-12 11:38:00+05:30,594.3,607.75,594.3,607.75,50,BANKNIFTY APR 37700.0 CE
2022-04-12 11:39:00+05:30,607.75,632.65,607.75,632.65,825,BANKNIFTY APR 37700.0 CE
2022-04-12 11:40:00+05:30,632.65,642.5,632.65,638.9,1200,BANKNIFTY APR 37700.0 CE
2022-04-12 11:41:00+05:30,638.9,642.4,637.5,642.4,200,BANKNIFTY APR 37700.0 CE
2022-04-12 11:42:00+05:30,642.4,642.4,636.0,638.3,175,BANKNIFTY APR 37700.0 CE
2022-04-12 11:43:00+05:30,638.3,638.3,632.0,632.0,200,BANKNIFTY APR 37700.0 CE
2022-04-12 11:44:00+05:30,633.0,638.0,633.0,638.0,325,BANKNIFTY APR 37700.0 CE
2022-04-12 11:45:00+05:30,638.0,651.0,638.0,644.25,450,BANKNIFTY APR 37700.0 CE
2022-04-12 11:46:00+05:30,645.0,645.0,639.65,641.1,150,BANKNIFTY APR 37700.0 CE
2022-04-12 11:47:00+05:30,641.1,642.0,629.2,629.2,500,BANKNIFTY APR 37700.0 CE
2022-04-12 11:48:00+05:30,629.2,629.2,623.2,623.6,175,BANKNIFTY APR 37700.0 CE
2022-04-12 11:49:00+05:30,623.6,636.9,623.6,636.9,175,BANKNIFTY APR 37700.0 CE
2022-04-12 11:50:00+05:30,636.9,636.9,631.0,631.0,25,BANKNIFTY APR 37700.0 CE
2022-04-12 11:51:00+05:30,631.0,637.7,631.0,637.7,75,BANKNIFTY APR 37700.0 CE
2022-04-12 11:52:00+05:30,637.7,637.7,637.7,637.7,0,BANKNIFTY APR 37700.0 CE
2022-04-12 11:53:00+05:30,637.7,644.3,637.7,644.3,100,BANKNIFTY APR 37700.0 CE
2022-04-12 11:54:00+05:30,644.3,644.3,638.0,638.0,150,BANKNIFTY APR 37700.0 CE
2022-04-12 11:55:00+05:30,638.0,638.0,629.55,629.55,125,BANKNIFTY APR 37700.0 CE
2022-04-12 11:56:00+05:30,629.55,639.0,629.55,636.65,250,BANKNIFTY APR 37700.0 CE
2022-04-12 11:57:00+05:30,636.65,639.75,636.65,639.75,25,BANKNIFTY APR 37700.0 CE
2022-04-12 11:58:00+05:30,639.75,655.85,639.75,654.85,2200,BANKNIFTY APR 37700.0 CE
2022-04-12 11:59:00+05:30,654.85,658.25,653.25,653.25,250,BANKNIFTY APR 37700.0 CE
2022-04-12 12:00:00+05:30,653.25,653.25,650.35,650.35,50,BANKNIFTY APR 37700.0 CE
2022-04-12 12:01:00+05:30,640.0,640.0,640.0,640.0,25,BANKNIFTY APR 37700.0 CE
2022-04-12 12:02:00+05:30,640.0,655.7,640.0,652.15,100,BANKNIFTY APR 37700.0 CE
2022-04-12 12:03:00+05:30,652.15,672.4,652.15,668.0,475,BANKNIFTY APR 37700.0 CE
2022-04-12 12:04:00+05:30,668.0,668.0,656.35,659.1,250,BANKNIFTY APR 37700.0 CE
2022-04-12 12:05:00+05:30,655.0,656.0,654.95,656.0,425,BANKNIFTY APR 37700.0 CE
2022-04-12 12:06:00+05:30,656.0,669.35,656.0,664.55,250,BANKNIFTY APR 37700.0 CE
2022-04-12 12:07:00+05:30,664.55,668.0,662.25,662.25,275,BANKNIFTY APR 37700.0 CE
2022-04-12 12:08:00+05:30,662.25,662.25,655.3,655.8,100,BANKNIFTY APR 37700.0 CE
2022-04-12 12:09:00+05:30,655.8,672.55,655.8,670.0,525,BANKNIFTY APR 37700.0 CE
2022-04-12 12:10:00+05:30,670.0,675.0,670.0,673.95,75,BANKNIFTY APR 37700.0 CE
2022-04-12 12:11:00+05:30,669.95,669.95,662.45,667.7,525,BANKNIFTY APR 37700.0 CE
2022-04-12 12:12:00+05:30,667.7,667.7,661.5,661.5,875,BANKNIFTY APR 37700.0 CE
2022-04-12 12:13:00+05:30,658.35,662.1,655.0,662.1,575,BANKNIFTY APR 37700.0 CE
2022-04-12 12:14:00+05:30,662.1,662.1,650.0,651.0,350,BANKNIFTY APR 37700.0 CE
2022-04-12 12:15:00+05:30,651.0,651.5,640.0,645.7,475,BANKNIFTY APR 37700.0 CE
2022-04-12 12:16:00+05:30,645.7,655.75,645.7,655.75,75,BANKNIFTY APR 37700.0 CE
2022-04-12 12:17:00+05:30,655.75,663.35,655.75,663.35,250,BANKNIFTY APR 37700.0 CE
2022-04-12 12:18:00+05:30,659.8,659.8,655.85,656.2,125,BANKNIFTY APR 37700.0 CE
2022-04-12 12:19:00+05:30,656.2,656.2,654.15,654.15,50,BANKNIFTY APR 37700.0 CE
2022-04-12 12:20:00+05:30,654.15,661.05,654.15,661.05,150,BANKNIFTY APR 37700.0 CE
2022-04-12 12:21:00+05:30,661.05,661.05,650.1,652.05,525,BANKNIFTY APR 37700.0 CE
2022-04-12 12:22:00+05:30,652.05,652.05,650.55,650.55,75,BANKNIFTY APR 37700.0 CE
2022-04-12 12:23:00+05:30,650.55,652.25,650.0,650.0,50,BANKNIFTY APR 37700.0 CE
2022-04-12 12:24:00+05:30,650.0,650.0,640.0,640.0,50,BANKNIFTY APR 37700.0 CE
2022-04-12 12:25:00+05:30,640.0,640.0,634.0,634.0,100,BANKNIFTY APR 37700.0 CE
2022-04-12 12:26:00+05:30,634.0,634.0,630.0,630.0,175,BANKNIFTY APR 37700.0 CE
2022-04-12 12:27:00+05:30,630.0,641.0,630.0,641.0,100,BANKNIFTY APR 37700.0 CE
2022-04-12 12:28:00+05:30,641.0,641.0,632.45,632.45,150,BANKNIFTY APR 37700.0 CE
2022-04-12 12:29:00+05:30,632.45,637.0,632.45,637.0,25,BANKNIFTY APR 37700.0 CE
2022-04-12 12:30:00+05:30,637.0,637.0,632.45,632.45,300,BANKNIFTY APR 37700.0 CE
2022-04-12 12:31:00+05:30,630.3,632.4,630.3,631.85,150,BANKNIFTY APR 37700.0 CE
2022-04-12 12:32:00+05:30,631.85,637.7,631.85,637.7,50,BANKNIFTY APR 37700.0 CE
2022-04-12 12:33:00+05:30,637.7,637.7,636.4,636.9,150,BANKNIFTY APR 37700.0 CE
2022-04-12 12:34:00+05:30,636.9,636.9,626.7,626.7,125,BANKNIFTY APR 37700.0 CE
2022-04-12 12:35:00+05:30,623.65,623.65,614.0,618.9,425,BANKNIFTY APR 37700.0 CE
2022-04-12 12:36:00+05:30,618.9,639.4,618.9,639.4,650,BANKNIFTY APR 37700.0 CE
2022-04-12 12:37:00+05:30,639.4,639.4,628.05,628.05,50,BANKNIFTY APR 37700.0 CE
2022-04-12 12:38:00+05:30,628.05,639.25,628.05,637.2,425,BANKNIFTY APR 37700.0 CE
2022-04-12 12:39:00+05:30,637.2,637.35,635.0,635.0,225,BANKNIFTY APR 37700.0 CE
2022-04-12 12:40:00+05:30,635.0,637.2,632.95,637.2,50,BANKNIFTY APR 37700.0 CE
2022-04-12 12:41:00+05:30,637.2,641.5,637.2,640.05,275,BANKNIFTY APR 37700.0 CE
2022-04-12 12:42:00+05:30,640.05,643.8,640.05,643.55,225,BANKNIFTY APR 37700.0 CE
2022-04-12 12:43:00+05:30,643.55,647.95,643.55,647.4,75,BANKNIFTY APR 37700.0 CE
2022-04-12 12:44:00+05:30,647.4,647.4,646.2,646.2,100,BANKNIFTY APR 37700.0 CE
2022-04-12 12:45:00+05:30,646.2,654.95,646.2,648.95,175,BANKNIFTY APR 37700.0 CE
2022-04-12 12:46:00+05:30,648.95,654.95,648.95,650.85,75,BANKNIFTY APR 37700.0 CE
2022-04-12 12:47:00+05:30,650.85,654.25,648.45,648.45,500,BANKNIFTY APR 37700.0 CE
2022-04-12 12:48:00+05:30,648.45,648.45,640.2,640.2,125,BANKNIFTY APR 37700.0 CE
2022-04-12 12:49:00+05:30,640.2,647.45,640.2,647.45,25,BANKNIFTY APR 37700.0 CE
2022-04-12 12:50:00+05:30,649.05,655.0,646.15,649.7,100,BANKNIFTY APR 37700.0 CE
2022-04-12 12:51:00+05:30,649.7,654.65,649.7,654.65,50,BANKNIFTY APR 37700.0 CE
2022-04-12 12:52:00+05:30,654.65,654.65,640.0,640.0,25,BANKNIFTY APR 37700.0 CE
2022-04-12 12:53:00+05:30,640.0,648.85,640.0,648.15,125,BANKNIFTY APR 37700.0 CE
2022-04-12 12:54:00+05:30,648.15,672.1,648.15,671.75,650,BANKNIFTY APR 37700.0 CE
2022-04-12 12:55:00+05:30,671.75,671.95,664.9,664.9,1025,BANKNIFTY APR 37700.0 CE
2022-04-12 12:56:00+05:30,664.9,673.55,664.9,668.05,425,BANKNIFTY APR 37700.0 CE
2022-04-12 12:57:00+05:30,668.05,670.0,662.2,667.75,575,BANKNIFTY APR 37700.0 CE
2022-04-12 12:58:00+05:30,665.0,665.9,660.55,660.55,475,BANKNIFTY APR 37700.0 CE
2022-04-12 12:59:00+05:30,660.65,678.95,660.65,676.0,1250,BANKNIFTY APR 37700.0 CE
2022-04-12 13:00:00+05:30,670.95,670.95,649.0,649.0,800,BANKNIFTY APR 37700.0 CE
2022-04-12 13:01:00+05:30,649.0,656.5,646.1,646.1,325,BANKNIFTY APR 37700.0 CE
2022-04-12 13:02:00+05:30,646.1,648.1,644.85,644.85,75,BANKNIFTY APR 37700.0 CE
2022-04-12 13:03:00+05:30,644.85,649.9,644.85,647.95,125,BANKNIFTY APR 37700.0 CE
2022-04-12 13:04:00+05:30,647.95,650.0,647.95,650.0,100,BANKNIFTY APR 37700.0 CE
2022-04-12 13:05:00+05:30,650.0,650.0,649.45,649.45,25,BANKNIFTY APR 37700.0 CE
2022-04-12 13:06:00+05:30,649.45,649.45,646.9,646.9,75,BANKNIFTY APR 37700.0 CE
2022-04-12 13:07:00+05:30,646.9,647.2,642.8,643.5,125,BANKNIFTY APR 37700.0 CE
2022-04-12 13:08:00+05:30,643.5,643.5,633.1,633.1,425,BANKNIFTY APR 37700.0 CE
2022-04-12 13:09:00+05:30,633.1,638.0,633.1,635.3,150,BANKNIFTY APR 37700.0 CE
2022-04-12 13:10:00+05:30,635.3,640.55,635.3,638.0,125,BANKNIFTY APR 37700.0 CE
2022-04-12 13:11:00+05:30,638.0,642.25,638.0,642.25,75,BANKNIFTY APR 37700.0 CE
2022-04-12 13:12:00+05:30,637.75,637.75,625.4,626.65,1675,BANKNIFTY APR 37700.0 CE
2022-04-12 13:13:00+05:30,626.65,626.65,623.3,625.35,350,BANKNIFTY APR 37700.0 CE
2022-04-12 13:14:00+05:30,625.35,629.4,624.7,628.0,300,BANKNIFTY APR 37700.0 CE
2022-04-12 13:15:00+05:30,623.2,636.3,623.0,636.3,300,BANKNIFTY APR 37700.0 CE
2022-04-12 13:16:00+05:30,636.3,642.95,636.3,637.95,125,BANKNIFTY APR 37700.0 CE
2022-04-12 13:17:00+05:30,637.95,638.05,637.95,638.05,50,BANKNIFTY APR 37700.0 CE
2022-04-12 13:18:00+05:30,638.05,640.9,638.05,638.5,175,BANKNIFTY APR 37700.0 CE
2022-04-12 13:19:00+05:30,638.5,638.5,627.35,627.35,50,BANKNIFTY APR 37700.0 CE
2022-04-12 13:20:00+05:30,627.35,627.4,627.35,627.4,25,BANKNIFTY APR 37700.0 CE
2022-04-12 13:21:00+05:30,627.4,638.5,627.4,638.5,25,BANKNIFTY APR 37700.0 CE
2022-04-12 13:22:00+05:30,638.5,645.0,638.5,645.0,50,BANKNIFTY APR 37700.0 CE
2022-04-12 13:23:00+05:30,645.0,645.0,639.15,644.0,150,BANKNIFTY APR 37700.0 CE
2022-04-12 13:24:00+05:30,644.0,647.0,644.0,647.0,25,BANKNIFTY APR 37700.0 CE
2022-04-12 13:25:00+05:30,647.0,649.45,647.0,649.45,25,BANKNIFTY APR 37700.0 CE
2022-04-12 13:26:00+05:30,649.45,652.1,649.45,652.1,25,BANKNIFTY APR 37700.0 CE
2022-04-12 13:27:00+05:30,652.1,653.75,647.0,647.0,175,BANKNIFTY APR 37700.0 CE
2022-04-12 13:28:00+05:30,645.3,645.3,645.1,645.1,200,BANKNIFTY APR 37700.0 CE
2022-04-12 13:29:00+05:30,645.1,645.1,627.9,627.9,400,BANKNIFTY APR 37700.0 CE
2022-04-12 13:30:00+05:30,627.9,633.7,627.9,631.5,75,BANKNIFTY APR 37700.0 CE
2022-04-12 13:31:00+05:30,631.5,631.5,631.5,631.5,0,BANKNIFTY APR 37700.0 CE
2022-04-12 13:32:00+05:30,631.5,631.5,625.0,625.05,450,BANKNIFTY APR 37700.0 CE
